,id,url,priority,page,fetched,price_currency,price_value,ad_id,posted_weekday,posted_time,posted_month,posted_day,posted_year,delivery_offered,price_negotiable,condition,year,make,model,current_location,import_duty_paid,mileage,transmission,four_wheel_drive,location,description
61,62,https://www.zoomtanzania.com/4x4s-suvs/2007-toyota-harrier-1161009?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"29,500,000",1161009,Thursday,13:16:00,September,13,2018,,No,Used,2007,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Harrier (DLX)
Year 2007
Cc 2360
Mileage 63,600Km
4 Cylinder Vvti Engine
Panoramic roof
New tyres
No dent
In a Mint Condition
Price 29.5m"
62,63,https://www.zoomtanzania.com/minis/2003-toyota-noah-1188405?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"7,800,000",1188405,Thursday,11:19:00,October,11,2018,No,No,Used,2003,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Noah New model (CQR)
year 2003
cc 1990
engine 1AZ
low kms
price 7.8m."
63,64,https://www.zoomtanzania.com/4x4s-suvs/2008-toyota-forester-1198322?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"22,500,000",1198322,Friday,01:36:00,November,02,2018,No,No,Used Abroad,2008,Toyota,FORESTER,Available For Import,Yes,138000,Automatic,yes,"Kinondoni, Mikocheni

Dar Es Salaam","REGISTERED IN 2008 RHD TURBO, PETROL 138,000 km AT 4WD 5door, 5seats PS, AC, SR, RS, AW, NV, AB, ABS, FOG, PW, 1990 CC"
64,65,https://www.zoomtanzania.com/4x4s-suvs/2001-honda-cr-v-1186147?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"4,500,000",1186147,Monday,16:19:00,October,08,2018,No,No,Used,2001,Honda,CR-V,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make:Honda
Model:CR-V
Year:2001
Colour:blue
Cc:1973
Price:4.5ml"
65,66,https://www.zoomtanzania.com/hatchbacks/2004-toyota-raum-1183726?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"8,700,000",1183726,Friday,09:38:00,October,05,2018,No,No,Used,2004,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","raum new model nzuri
full vibal full ac
haina shida yyt ile
bei 8.7m"
66,67,https://www.zoomtanzania.com/4x4s-suvs/2006-toyota-rav-4-1167922?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"27,000,000",1167922,Thursday,11:58:00,September,20,2018,,No,Used,2006,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Rava4 /miss Tz for sale
Model 2006/7
Cc 2360
4clyinder
Engine vvti
Automatic transmission
Full vibal AC
Haijarudiwa rang
New tires
Rim sports
CD player /redio
Black
No dents
Price 27mln"
67,68,https://www.zoomtanzania.com/4x4s-suvs/2003-toyota-harrier-1157070?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"15,200,000",1157070,Friday,01:48:00,November,02,2018,No,No,Used,2003,Toyota,Harrier,In Tanzania,Yes,150000,Automatic,no,"Kinondoni, Mikocheni

Dar Es Salaam",TOYOTA HARRIER 2003
68,69,https://www.zoomtanzania.com/minis/2002-toyota-noah-1160677?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"8,800,000",1160677,Thursday,10:46:00,September,13,2018,,No,Used,2002,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Noah New Model(DEG)
Year 2002
Cc 1990
Engine 3s
Mileage 93,564km
Price 8.8M"
69,70,https://www.zoomtanzania.com/sedans/2006-toyota-crown-1134545?s=481a4b331df96513384f6f61368df3b7,silver,7,1,TSh,"15,800,000",1134545,Wednesday,12:10:00,August,15,2018,No,No,Used,2006,Toyota,Crown,In Tanzania,Yes,56000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Crown Athlete (DNJ)
Year 2006
Cc 2490
Kms 56,000
Leather Seats
Back Camera
Sun Roof
Fuel Petrol
Trans Auto
New Tires
Sport Rims
Gari mpya
In mint Condition?
Price.15.8.m"
70,71,https://www.zoomtanzania.com/minis/2008-toyota-wish-1200539?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"7,700,000",1200539,Wednesday,17:00:00,October,31,2018,No,Yes,Used,2008,Toyota,Wish,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Wish namba c nzuri
Full vibal full ac
Cc 1790 1zz vvti
Haijarudiwa rangi
Bei 7.7m neg
Call 0718017711"
71,72,https://www.zoomtanzania.com/sedans/2000-toyota-carina-ti-1166931?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"7,300,000",1166931,Wednesday,16:28:00,September,19,2018,No,No,Used,2000,Toyota,Carina Ti,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Carina TI (CZF)
Year 2000
Engine 5A
Cc 1490
Kms 100,100
Transmission Auto
Clean Seats
Fuel Petrol
New Tyres
Forg Lights
Gari imetunzwa vizuri
In mint Condition
Price.7.3.m"
72,73,https://www.zoomtanzania.com/4x4s-suvs/1998-toyota-1139125?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"21,000,000",1139125,Friday,01:48:00,November,02,2018,No,Yes,Used,1998,Toyota,Land Cruiser,In Tanzania,Yes,180000,Stick Shift,yes,"Kinondoni, Kunduchi

Dar Es Salaam","Land Cruiser
1Hz
180,000km
Manual
Diesels"
73,74,https://www.zoomtanzania.com/sedans/2005-toyota-crown-royal-saloon-1151202?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"14,900,000",1151202,Friday,01:48:00,November,02,2018,No,No,Used Abroad,2005,Toyota,,In Tanzania,Yes,93000,Automatic,no,"Kinondoni, Mikocheni

Dar Es Salaam",TOYOTA CROWN ROYAL SALOON 2005
74,75,https://www.zoomtanzania.com/4x4s-suvs/2000-toyota-land-cruiser-hard-top-1198041?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"48,000,000",1198041,Friday,01:50:00,November,02,2018,No,Yes,Used,2000,Toyota,Land Cruiser Hard Top,In Tanzania,Yes,,Stick Shift,yes,"Kinondoni, Sinza

Dar Es Salaam","TOYOTA Land cruiser HARDTOP COIL SPING 1HZ engine haina ajali wala dent tangu ilivonunuliwa
mwaka 2000 na ina kilometa 135,000 na tair zote tano mpya bei 48m na inapungua ."
75,76,https://www.zoomtanzania.com/hatchbacks/2005-toyota-allex-1194337?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"10,000,000",1194337,Monday,15:53:00,October,29,2018,No,Yes,Used,2005,Toyota,Allex,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Make Toyota
Model Allex
Year 2005
Cc 1490
Km 88,000
Lather seats
Org Rims & New tire
Price 10m(Negt)"
76,77,https://www.zoomtanzania.com/4x4s-suvs/2006-volkswagen-touareg-1128264?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"47,000,000",1128264,Tuesday,14:40:00,August,07,2018,No,No,Used Abroad,2006,Volkswagen,Touareg,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Volkswagen Toureg (Unegistered)
Leather Seats
Year 2006
Engine Vmv Stolz
Cc 3180
Low kilometres
Music System - DVD/MP3/MP4 Screen
Back Camera
Alarm System
Fuel Efficient Petrol
Price.47.m"
77,78,https://www.zoomtanzania.com/4x4s-suvs/1996-toyota-rav-4-1169637?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"8,700,000",1169637,Friday,11:32:00,September,21,2018,No,Yes,Used,1996,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Rav 4 old model nzuri
full vibal full ac
cc 1998 3s engen
haijawai kufunguliwa engen
bei 8.7m maongez"
78,79,https://www.zoomtanzania.com/sedans/2002-toyota-brevis-1181209?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"12,000,000",1181209,Friday,01:45:00,November,02,2018,No,No,Used Abroad,2002,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Bei Tshs 12M
2002 Toyota Brevis.
Ukubwa wa Injini CC2,490
FEATURES
A/C | Airbag | Alloy Wheels | Power Steering | Power Window | CD Player | Navigation | AM/FM Radio | Jack | Spare Tire | Wheel Spanner"
79,80,https://www.zoomtanzania.com/minis/1998-suzuki-jimny-1187864?s=6c492ace353473ba63bdfcf298496d0d,silver,8,1,TSh,"11,000,000",1187864,Wednesday,11:40:00,October,10,2018,No,No,Used,1998,Suzuki,Jimny,In Tanzania,Yes,,Stick Shift,no,"Kinondoni, Sinza

Dar Es Salaam","Suzuki Jimmy(DGQ)
Year 1998
1300cc
91,000km
Manual Trans(Stick Shift)
5 Gear (4wd )
Og Sports Rims
Tairi zote mpyaa
Gari mpyaa
Price 11m"
80,81,https://www.zoomtanzania.com/sedans/2005-toyota-brevis-1180948?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"12,500,000",1180948,Tuesday,11:33:00,October,02,2018,No,No,Used Abroad,2005,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Brevis
Year: 2005
Cc: 2490
Km: 25,000
Full options
Leather seats
Good condition
Price:12.5m"
81,82,https://www.zoomtanzania.com/4x4s-suvs/2003-nissan-x-trail-1179940?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"11,000,000",1179940,Friday,01:44:00,November,02,2018,Yes,No,Used,2003,Nissan,X-Trail,In Tanzania,Yes,,Automatic,no,"Kinondoni, Mwenge

Dar Es Salaam","Nissan X-Trail [DCU] Cc 1990 Year 2003 Km 89000 Mint ConditionPrice: 11,000,000/="
82,83,https://www.zoomtanzania.com/4x4s-suvs/2007-mitsubishi-pajero-1173347?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,,,1173347,Friday,01:31:00,November,02,2018,No,No,Used Abroad,2007,Mitsubishi,Pajero,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","Mitsubishi Pajero
Year 2007
Colour White"
83,84,https://www.zoomtanzania.com/4x4s-suvs/2000-toyota-rav-4-1135951?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"7,000,000",1135951,Friday,01:41:00,November,02,2018,Yes,Yes,Used,2000,Toyota,,In Tanzania,Yes,,Stick Shift,no,"Kinondoni, Bunju

Dar Es Salaam","Rav 4 Manual, Bei ya Kutupa"
84,85,https://www.zoomtanzania.com/sedans/2007-toyota-crown-athlete-1186159?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"16,000,000",1186159,Monday,16:19:00,October,08,2018,No,No,Used,2007,Toyota,Crown Athlete,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Toyota Crown Athletes 60th SPECIAL EDITION
Mwaka 2007
Black color
Cc:2490 Engine:4GR
Leather seat ORIGINAL
55,200 km
Price 16,000,000Full Option
Back Camera/Push to Start/HID/Cruise control/Power seat/Staring control/Fog lights/Navigation/Seat Heater/"
85,86,https://www.zoomtanzania.com/hatchbacks/2005-toyota-raum-1173469?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,,,1173469,Friday,01:31:00,November,02,2018,No,No,Used Abroad,2005,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","Toyota Raum
Year 2005
Color Silver"
86,87,https://www.zoomtanzania.com/minis/2004-toyota-wish-1181414?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"11,700,000",1181414,Thursday,09:46:00,November,01,2018,No,No,Used Abroad,2004,Toyota,Wish,Available For Import,No,,Automatic,no,"Temeke, Chang'ombe

Dar Es Salaam","Toyota Wish
Year : 2004
Trans : Auto
Drive : 2wd
Engine capacity : 1790cc
Seat : 7
Grade : four
Other : AB ABS RS
Gharama zakuagiza pamoja na ushuru :Tzs 11.7 mil
."
87,88,https://www.zoomtanzania.com/pickups/2013-ford-ranger-1170492?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"75,000,000",1170492,Friday,15:22:00,September,21,2018,,No,Used,2013,Ford,Ranger,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","FORD RANGER
YEAR : 2013
FUEL : DIESEL
TRAN AUTO
SPORT RIM
PRICE : 75MILION"
88,89,https://www.zoomtanzania.com/sedans/2001-toyota-mark-ii-1173141?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"4,200,000",1173141,Friday,01:32:00,November,02,2018,,Yes,Used,2001,Toyota,Mark II,In Tanzania,Yes,154000,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","The car is in excellent running condition,well maintained and full duty paid,driven occassionally,2000cc,full ac,power steering,power windows,abs,serious buyers only."
89,90,https://www.zoomtanzania.com/minis/2003-toyota-noah-1188429?s=b2aa322fc2b602af06b91359d05c2995,silver,9,1,TSh,"7,800,000",1188429,Thursday,11:18:00,October,11,2018,No,No,Used,2003,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Noah New model (CQR)
year 2003
cc 1990
engine 1AZ
low kms
price 7.8m."
90,91,https://www.zoomtanzania.com/hatchbacks/2006-toyota-passo-1185432?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"6,700,000",1185432,Friday,01:42:00,November,02,2018,No,Yes,Used,2006,Toyota,Passo,In Tanzania,Yes,,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","passo piston nne nzuri
full vibal full ac
cc 1290 1kr vvti
haijarudiwa rangi
bei 6.7m neg"
91,92,https://www.zoomtanzania.com/sedans/1996-toyota-mark-ii-1188400?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"3,400,000",1188400,Thursday,11:19:00,October,11,2018,No,No,Used,1996,Toyota,Mark II,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Mark11 Gx100 (BZG)
Year 1996
Cc1980
Engine 1G kavu
Rims sport & full A.c
Price 3.4m."
92,93,https://www.zoomtanzania.com/4x4s-suvs/2006-toyota-land-cruiser-prado-1198028?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"45,000,000",1198028,Tuesday,14:26:00,October,30,2018,No,Yes,Used,2006,Toyota,Land Cruiser Prado,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Prado
Mwaka 2006
Silver color
Nzuri sana
Km 62000
Bei 45m maongezi hapo"
93,94,https://www.zoomtanzania.com/sedans/2004-subaru-legacy-b4-1173232?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"12,000,000",1173232,Tuesday,09:07:00,September,25,2018,No,No,Used Abroad,2004,Subaru,Legacy B4,Available For Import,No,,Automatic,no,"Temeke, Chang'ombe

Dar Es Salaam","SUBARU LEGACY B4Bei : Mil 12 ( anza Mil 4 , malizia Mil 8 )Color : Gray , C.C : 1990 , Transmission AT Drive : 4WD"
94,95,https://www.zoomtanzania.com/sedans/2006-toyota-crown-athlete-1168446?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"15,800,000",1168446,Friday,01:34:00,November,02,2018,,No,Used,2006,Toyota,Crown Athlete,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Crown Athlete (DNJ)
Year 2006
Cc 2490
Kms 56,000
Leather Seats
Back Camera
Sun Roof
Fuel Petrol
Trans Auto
New Tires
Sport Rims
Gari mpya
In mint Condition?
Price.15.8.m"
95,96,https://www.zoomtanzania.com/sedans/2002-toyota-brevis-1182882?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"8,700,000",1182882,Thursday,11:41:00,October,04,2018,No,No,Used,2002,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","TOYOTA BREVIS
2002
Cc 2490
100,000 km
Full documents
Mint conditions
8.7m(neg)"
96,97,https://www.zoomtanzania.com/station-wagons/2005-toyota-1198408?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"10,500,000",1198408,Tuesday,14:23:00,October,30,2018,No,No,Used,2005,Toyota,,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Wish (DKJ)
Year 2005
Cc 1780
Kms 87,000
Engine Vvti
Sport Rims
Forg Lights
Music Radio
New Tyres
Seating Capacity 7
Clean Seats
Fuel Petrol
Transmission Auto
Imported From Japan
Gari imetunzwa vizuri
In mint Condition"
97,98,https://www.zoomtanzania.com/4x4s-suvs/2007-toyota-rav-4-1186177?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"27,500,000",1186177,Monday,16:12:00,October,08,2018,No,No,Used,2007,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Rav4 SHINY - Miss Tz (DNE)
Year 2007
Kms 89,000
Cc 2360
4Cylinder
Clean Seats
Push to Start
Music Radio/Dvd
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Forg Lights
Sport Rims
Full Documents
Gari Mpya
In mint Condition
Price.27.5.m"
98,99,https://www.zoomtanzania.com/4x4s-suvs/2009-subaru-forester-1203056?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,TSh,"23,000,000",1203056,Friday,02:47:00,November,02,2018,Yes,Yes,Used,2009,Subaru,Forester,In Tanzania,Yes,115000,Automatic,yes,"Kinondoni, Kijitonyama

Dar Es Salaam","AWD 2,000cc 2009/11 Subaru ForesterInfotainment:Android 4.4 Kitkat Powered 7"""" Touch screen Radio Double 2Din InDash Car DVD Radio Stereo PlayerOnboard GPS and Offline Maps NavigationPre-installed with Dar-es-salaam & Tanzania Offline Highway mapsCapable of Wifi connection and 3G Internet supportBluetooth Music SupportHands free calls while drivingInternet Web browsingReal time Fuel millage counterCapabilities:Vehicle dynamics control(worst roads cruising, see pictures)Symetrical All Wheel Drive with Traction control(rainy roads & instant corners)High tensile steel & ring-shaped reinforced body frame for crash safety(see pictures)Advanced air bags safety system (with up-to 8 air bags, see pictures)Flat boxer engine for maximum stability, less vibration and longevityOther Features:Titanium Color Alloy Sports Wheels8.7 Inches of ground clearance (perfect for off-road, while maintaining best stability in it's class, by contrast RAV4 have 6.1 Inches of ground clearance)Continuous Variable Transmission (CVT) with SportsOnboard spare tires and jackAdjustable telescoping/tilting steering wheelDrivers support adjustable lumbar supportPremium Insurance with Jubilee InsuranceThe Vehicle is in state of the art top-notch condition, with next generation technologies. #confidenceInMotion"
99,100,https://www.zoomtanzania.com/4x4s-suvs/2007-toyota-premio-x-1173594?s=7e6d5c4a8b66f2b0a5662baab9335325,silver,10,1,,,1173594,Friday,01:31:00,November,02,2018,No,No,Used Abroad,2007,Toyota,Premio X,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","Toyota Premio X
Year 2007
Color Grey"
100,101,https://www.zoomtanzania.com/hatchbacks/2002-toyota-allex-1187508?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"9,700,000",1187508,Tuesday,16:50:00,October,09,2018,No,No,Used,2002,Toyota,Allex,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Allex (DEZ )
Year 2002
1490cc
22,000km (Low mileage)
Gari nzuri sana
Price 9.7m"
101,102,https://www.zoomtanzania.com/sedans/2001-toyota-carina-ti-1182496?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"8,700,000",1182496,Thursday,09:09:00,October,04,2018,Yes,Yes,Used,2001,Toyota,Carina Ti,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","Excellent condition, please call if your serious buyer. My good name is Ivan Minja."
102,103,https://www.zoomtanzania.com/hatchbacks/2009-toyota-raum-1200402?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"9,000,000",1200402,Wednesday,15:15:00,October,31,2018,No,Yes,Used,2009,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Raum new model nzuri
Full vibal full ac
Cc 1490 1nz vvti
Low mileage
Bei 9m neg"
103,104,https://www.zoomtanzania.com/minis/2003-toyota-wish-1207626?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"12,000,000",1207626,Friday,01:32:00,November,02,2018,Yes,Yes,Used Abroad,2003,Toyota,Wish,Available For Import,Yes,85000,Automatic,no,"Kinondoni, Kimara

Dar Es Salaam","Engine Capacity: 1,790cc
Engine Model: 1ZZ-FE
Color: Silver
Seats: 7
Doors: 5OPTIONS:
A/C| PS | PM | PW | Airbags | ABS | FM Radio | CD Player | TV | Spoiler | Parking Assist | Keyless Entry | Reverse Camera | Front Camera | Steering Wheel multimedia controller"
104,105,https://www.zoomtanzania.com/4x4s-suvs/2006-toyota-harrier-1186087?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"26,000,000",1186087,Monday,14:59:00,October,08,2018,,No,New,2006,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Harrier 240g
Year 2006
km 70,000
4 cylinder
Price 26m"
105,106,https://www.zoomtanzania.com/hatchbacks/2002-toyota-run-x-1182890?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"10,500,000",1182890,Friday,01:45:00,November,02,2018,No,No,Used,2002,Toyota,,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","MODEL COROLLA RUNX
2002
Cc 1490
Price 10.5"
106,107,https://www.zoomtanzania.com/sedans/2003-toyota-brevis-949240?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"13,950,000",949240,Friday,01:36:00,November,02,2018,No,No,Used Abroad,2003,Toyota,Brevis,Available For Import,Yes,95000,Automatic,no,"Kinondoni, Mikocheni

Dar Es Salaam",THIS CAR IS IN STOCK.
107,108,https://www.zoomtanzania.com/minis/2005-toyota-alphard-1186797?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"20,000,000",1186797,Tuesday,11:54:00,October,09,2018,No,No,Used Abroad,2005,Toyota,Alphard,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Alphard[Unregistered ]
Year:2004/5
Millage:64,000
Double Sun roof
Winkle Mirror
Full Option
Rims
Leather Seats
Price:20M"
108,109,https://www.zoomtanzania.com/pickups/2011-toyota-land-cruiser-1067622?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"80,500,000",1067622,Friday,01:33:00,November,02,2018,Yes,No,Used Abroad,2011,Toyota,Land Cruiser,Available For Import,Yes,45000,Stick Shift,yes,"Ilala, Ilala

Dar Es Salaam",READY FOR IMPORTATION 2011 LAND CRUISER PICK UP V8 4500CC DIESEL 4WD MANUAL 80.5MILLION ON THE ROAD
109,110,https://www.zoomtanzania.com/4x4s-suvs/2003-nissan-1198918?s=295b62f057daf290e9c99854c267a5b9,silver,11,1,TSh,"10,000,000",1198918,Tuesday,16:36:00,October,30,2018,No,No,Used,2003,Nissan,,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Nissan X-Trail (DHE)
Year 2003
Cc 1990
Fuel Petrol
Clean Seats
Kms 88,000
Forg Lights
Music Radio
Transmission Auto
Imported From Japan
Gari imetunzwa vizuri
In mint Condition?"
110,111,https://www.zoomtanzania.com/4x4s-suvs/2008-harrier-1200374?s=f417d41a9fae645361b5e0964c3aa88e,silver,12,1,TSh,"11,500,000",1200374,Friday,01:39:00,November,02,2018,No,Yes,Used,2008,Harrier,,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Harrier namba c nzuri
Full vibal full ac
Engen 2mz vvti engen
Haina shida yoyote
Bei 11.5 neg"
111,112,https://www.zoomtanzania.com/4x4s-suvs/2004-toyota-harrier-1181593?s=f417d41a9fae645361b5e0964c3aa88e,silver,12,1,TSh,"29,700,000",1181593,Wednesday,09:16:00,October,03,2018,,No,Used,2004,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Harrier (Chassis)
Year 2004
Cc 2360
Kms 88,000
Music Radio
Engine Vvti
Clean Seats
Full Documents (File)
Seating Capacity 5
Fuel Petrol
Transmission Auto
New Tyres
Forg Lights
Gari imetunzwa vizuri
Imported From Japan
In mint Condition?
Price.29.7.m"
112,113,https://www.zoomtanzania.com/minis/2000-toyota-noah-1180709?s=f417d41a9fae645361b5e0964c3aa88e,silver,12,1,TSh,"11,500,000",1180709,Tuesday,09:52:00,October,30,2018,No,No,Used,2000,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Ilala, Jangwani

Dar Es Salaam","Toyota Noah
year 2000
Price ml 11,500,000 tshs"
